cluster_0_name	cluster_1_name	cluster_2_name	cluster_3_name	cluster_4_name	cluster_5_name	cluster_6_name	cluster_7_name
BANKRUPTCY	CASE ADMINISTRATION	COMMENCEMENT OF A CASE	Debtor reporting requirements				
BANKRUPTCY	CASE ADMINISTRATION	COMMENCEMENT OF A CASE	United States trustee				
BANKRUPTCY	CASE ADMINISTRATION	COMMENCEMENT OF A CASE	Limited appearance				
BANKRUPTCY	CASE ADMINISTRATION	COMMENCEMENT OF A CASE	Abstention				
BANKRUPTCY	CASE ADMINISTRATION	COMMENCEMENT OF A CASE	Involuntary cases				
BANKRUPTCY	CASE ADMINISTRATION	COMMENCEMENT OF A CASE	Joint cases				
BANKRUPTCY	CASE ADMINISTRATION	COMMENCEMENT OF A CASE	Voluntary cases				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	CONCURRENT PROCEEDINGS	Rule of payment in concurrent proceedings				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	CONCURRENT PROCEEDINGS	Presumption of insolvency based on recognition of a foreign main proceeding				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	CONCURRENT PROCEEDINGS	Coordination of more than 1 foreign proceeding				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	CONCURRENT PROCEEDINGS	Coordination of a case under this title and a foreign proceeding				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	CONCURRENT PROCEEDINGS	Commencement of a case under this title after recognition of a foreign main proceeding				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	COOPERATION WITH FOREIGN COURTS AND FOREIGN REPRESENTATIVES	Forms of cooperation				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	COOPERATION WITH FOREIGN COURTS AND FOREIGN REPRESENTATIVES	Cooperation and direct communication between the trustee and foreign courts or foreign representatives				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	COOPERATION WITH FOREIGN COURTS AND FOREIGN REPRESENTATIVES	Cooperation and direct communication between the court and foreign courts or foreign representatives				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	RECOGNITION OF A FOREIGN PROCEEDING AND RELIEF	Intervention by a foreign representative				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	RECOGNITION OF A FOREIGN PROCEEDING AND RELIEF	Actions to avoid acts detrimental to creditors				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	RECOGNITION OF A FOREIGN PROCEEDING AND RELIEF	Protection of creditors and other interested persons				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	RECOGNITION OF A FOREIGN PROCEEDING AND RELIEF	Relief that may be granted upon recognition				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	RECOGNITION OF A FOREIGN PROCEEDING AND RELIEF	Effects of recognition of a foreign main proceeding				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	RECOGNITION OF A FOREIGN PROCEEDING AND RELIEF	Relief that may be granted upon filing petition for recognition				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	RECOGNITION OF A FOREIGN PROCEEDING AND RELIEF	Subsequent information				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	RECOGNITION OF A FOREIGN PROCEEDING AND RELIEF	Order granting recognition				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	RECOGNITION OF A FOREIGN PROCEEDING AND RELIEF	Presumptions concerning recognition				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	RECOGNITION OF A FOREIGN PROCEEDING AND RELIEF	Application for recognition				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	ACCESS OF FOREIGN REPRESENTATIVES AND CREDITORS TO THE COURT	Notification to foreign creditors concerning a case under this title				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	ACCESS OF FOREIGN REPRESENTATIVES AND CREDITORS TO THE COURT	Access of foreign creditors to a case under this title				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	ACCESS OF FOREIGN REPRESENTATIVES AND CREDITORS TO THE COURT	Participation of a foreign representative in a case under this title				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	ACCESS OF FOREIGN REPRESENTATIVES AND CREDITORS TO THE COURT	Commencement of case under section 301, 302, or 303				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	ACCESS OF FOREIGN REPRESENTATIVES AND CREDITORS TO THE COURT	Limited jurisdiction				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	ACCESS OF FOREIGN REPRESENTATIVES AND CREDITORS TO THE COURT	Right of direct access				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	GENERAL PROVISIONS	Interpretation				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	GENERAL PROVISIONS	Additional assistance				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	GENERAL PROVISIONS	Public policy exception				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	GENERAL PROVISIONS	Authorization to act in a foreign country				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	GENERAL PROVISIONS	Commencement of ancillary case				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	GENERAL PROVISIONS	International obligations of the United States				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	GENERAL PROVISIONS	Definitions				
BANKRUPTCY	ANCILLARY AND OTHER CROSS-BORDER CASES	Purpose and scope of application					
BANKRUPTCY	ADJUSTMENT OF DEBTS OF AN INDIVIDUAL WITH REGULAR INCOME	THE PLAN	Revocation of an order of confirmation				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF AN INDIVIDUAL WITH REGULAR INCOME	THE PLAN	Modification of plan after confirmation				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF AN INDIVIDUAL WITH REGULAR INCOME	THE PLAN	Discharge				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF AN INDIVIDUAL WITH REGULAR INCOME	THE PLAN	Effect of confirmation				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF AN INDIVIDUAL WITH REGULAR INCOME	THE PLAN	Payments				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF AN INDIVIDUAL WITH REGULAR INCOME	THE PLAN	Confirmation of plan				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF AN INDIVIDUAL WITH REGULAR INCOME	THE PLAN	Confirmation hearing				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF AN INDIVIDUAL WITH REGULAR INCOME	THE PLAN	Modification of plan before confirmation				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF AN INDIVIDUAL WITH REGULAR INCOME	THE PLAN	Contents of plan				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF AN INDIVIDUAL WITH REGULAR INCOME	THE PLAN	Filing of plan				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF AN INDIVIDUAL WITH REGULAR INCOME	OFFICERS, ADMINISTRATION, AND THE ESTATE	Filing of prepetition tax returns				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF AN INDIVIDUAL WITH REGULAR INCOME	OFFICERS, ADMINISTRATION, AND THE ESTATE	Conversion or dismissal				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF AN INDIVIDUAL WITH REGULAR INCOME	OFFICERS, ADMINISTRATION, AND THE ESTATE	Property of the estate				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF AN INDIVIDUAL WITH REGULAR INCOME	OFFICERS, ADMINISTRATION, AND THE ESTATE	Filing and allowance of postpetition claims				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF AN INDIVIDUAL WITH REGULAR INCOME	OFFICERS, ADMINISTRATION, AND THE ESTATE	Debtor engaged in business				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF AN INDIVIDUAL WITH REGULAR INCOME	OFFICERS, ADMINISTRATION, AND THE ESTATE	Rights and powers of debtor				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF AN INDIVIDUAL WITH REGULAR INCOME	OFFICERS, ADMINISTRATION, AND THE ESTATE	Trustee				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF AN INDIVIDUAL WITH REGULAR INCOME	OFFICERS, ADMINISTRATION, AND THE ESTATE	Stay of action against codebtor				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	THE PLAN	Claim by a governmental unit based on the disposition of property used in a farming operation				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	THE PLAN	Special tax provisions				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	THE PLAN	Revocation of an order of confirmation				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	THE PLAN	Modification of plan after confirmation				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	THE PLAN	Discharge				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	THE PLAN	Effect of confirmation				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	THE PLAN	Payments				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	THE PLAN	Confirmation of plan				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	THE PLAN	Confirmation hearing				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	THE PLAN	Modification of plan before confirmation				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	THE PLAN	Contents of plan				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	THE PLAN	Filing of plan				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	OFFICERS, ADMINISTRATION, AND THE ESTATE	Conversion or dismissal				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	OFFICERS, ADMINISTRATION, AND THE ESTATE	Property of the estate				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	OFFICERS, ADMINISTRATION, AND THE ESTATE	Sales free of interests				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	OFFICERS, ADMINISTRATION, AND THE ESTATE	Adequate protection				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	OFFICERS, ADMINISTRATION, AND THE ESTATE	Removal of debtor as debtor in possession				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	OFFICERS, ADMINISTRATION, AND THE ESTATE	Rights and powers of debtor				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	OFFICERS, ADMINISTRATION, AND THE ESTATE	Trustee				
BANKRUPTCY	ADJUSTMENT OF DEBTS OF A FAMILY FARMER OR FISHERMAN WITH REGULAR ANNUAL INCOME	OFFICERS, ADMINISTRATION, AND THE ESTATE	Stay of action against codebtor				
BANKRUPTCY	REORGANIZATION	SMALL BUSINESS DEBTOR REORGANIZATION	Transactions with professionals				
BANKRUPTCY	REORGANIZATION	SMALL BUSINESS DEBTOR REORGANIZATION	Payments				
BANKRUPTCY	REORGANIZATION	SMALL BUSINESS DEBTOR REORGANIZATION	Modification of plan				
BANKRUPTCY	REORGANIZATION	SMALL BUSINESS DEBTOR REORGANIZATION	Discharge				
BANKRUPTCY	REORGANIZATION	SMALL BUSINESS DEBTOR REORGANIZATION	Confirmation of plan				
BANKRUPTCY	REORGANIZATION	SMALL BUSINESS DEBTOR REORGANIZATION	Contents of plan				
BANKRUPTCY	REORGANIZATION	SMALL BUSINESS DEBTOR REORGANIZATION	Filing of the plan				
BANKRUPTCY	REORGANIZATION	SMALL BUSINESS DEBTOR REORGANIZATION	Status conference				
BANKRUPTCY	REORGANIZATION	SMALL BUSINESS DEBTOR REORGANIZATION	Duties and reporting requirements of debtors				
BANKRUPTCY	REORGANIZATION	SMALL BUSINESS DEBTOR REORGANIZATION	Property of the estate				
BANKRUPTCY	REORGANIZATION	SMALL BUSINESS DEBTOR REORGANIZATION	Removal of debtor in possession				
BANKRUPTCY	REORGANIZATION	SMALL BUSINESS DEBTOR REORGANIZATION	Rights and powers of a debtor in possession				
BANKRUPTCY	REORGANIZATION	SMALL BUSINESS DEBTOR REORGANIZATION	Trustee				
BANKRUPTCY	REORGANIZATION	SMALL BUSINESS DEBTOR REORGANIZATION	Definitions				
BANKRUPTCY	REORGANIZATION	SMALL BUSINESS DEBTOR REORGANIZATION	Inapplicability of other sections				
BANKRUPTCY	REORGANIZATION	RAILROAD REORGANIZATION	Liquidation				
BANKRUPTCY	REORGANIZATION	RAILROAD REORGANIZATION	Confirmation of plan				
BANKRUPTCY	REORGANIZATION	RAILROAD REORGANIZATION	Contents of plan				
BANKRUPTCY	REORGANIZATION	RAILROAD REORGANIZATION	Priority claims				
BANKRUPTCY	REORGANIZATION	RAILROAD REORGANIZATION	Abandonment of railroad line				
BANKRUPTCY	REORGANIZATION	RAILROAD REORGANIZATION	Effect of rejection of lease of railroad line				
BANKRUPTCY	REORGANIZATION	RAILROAD REORGANIZATION	Rolling stock equipment				
BANKRUPTCY	REORGANIZATION	RAILROAD REORGANIZATION	Collective bargaining agreements				
BANKRUPTCY	REORGANIZATION	RAILROAD REORGANIZATION	Effect of subtitle IV of title 49 and of Federal, State, or local regulations				
BANKRUPTCY	REORGANIZATION	RAILROAD REORGANIZATION	Protection of the public interest				
BANKRUPTCY	REORGANIZATION	RAILROAD REORGANIZATION	Right to be heard				
BANKRUPTCY	REORGANIZATION	RAILROAD REORGANIZATION	Appointment of trustee				
BANKRUPTCY	REORGANIZATION	RAILROAD REORGANIZATION	Definition				
BANKRUPTCY	REORGANIZATION	RAILROAD REORGANIZATION	Inapplicability of other sections				
BANKRUPTCY	REORGANIZATION	POSTCONFIRMATION MATTERS	Special tax provisions				
BANKRUPTCY	REORGANIZATION	POSTCONFIRMATION MATTERS	Exemption from securities laws				
BANKRUPTCY	REORGANIZATION	POSTCONFIRMATION MATTERS	Revocation of an order of confirmation				
BANKRUPTCY	REORGANIZATION	POSTCONFIRMATION MATTERS	Distribution				
BANKRUPTCY	REORGANIZATION	POSTCONFIRMATION MATTERS	Implementation of plan				
BANKRUPTCY	REORGANIZATION	POSTCONFIRMATION MATTERS	Effect of confirmation				
BANKRUPTCY	REORGANIZATION	THE PLAN	Confirmation of plan				
BANKRUPTCY	REORGANIZATION	THE PLAN	Confirmation hearing				
BANKRUPTCY	REORGANIZATION	THE PLAN	Modification of plan				
BANKRUPTCY	REORGANIZATION	THE PLAN	Acceptance of plan				
BANKRUPTCY	REORGANIZATION	THE PLAN	Postpetition disclosure and solicitation				
BANKRUPTCY	REORGANIZATION	THE PLAN	Impairment of claims or interests				
BANKRUPTCY	REORGANIZATION	THE PLAN	Contents of plan				
BANKRUPTCY	REORGANIZATION	THE PLAN	Classification of claims or interests				
BANKRUPTCY	REORGANIZATION	THE PLAN	Who may file a plan				
BANKRUPTCY	REORGANIZATION	OFFICERS AND ADMINISTRATION	Duties of trustee or debtor in possession in small business cases				
BANKRUPTCY	REORGANIZATION	OFFICERS AND ADMINISTRATION	Property of the estate				
BANKRUPTCY	REORGANIZATION	OFFICERS AND ADMINISTRATION	Payment of insurance benefits to retired employees				
BANKRUPTCY	REORGANIZATION	OFFICERS AND ADMINISTRATION	Rejection of collective bargaining agreements				
BANKRUPTCY	REORGANIZATION	OFFICERS AND ADMINISTRATION	Conversion or dismissal				
BANKRUPTCY	REORGANIZATION	OFFICERS AND ADMINISTRATION	Claims and interests				
BANKRUPTCY	REORGANIZATION	OFFICERS AND ADMINISTRATION	Aircraft equipment and vessels				
BANKRUPTCY	REORGANIZATION	OFFICERS AND ADMINISTRATION	Right to be heard				
BANKRUPTCY	REORGANIZATION	OFFICERS AND ADMINISTRATION	Authorization to operate business				
BANKRUPTCY	REORGANIZATION	OFFICERS AND ADMINISTRATION	Rights, powers, and duties of debtor in possession				
BANKRUPTCY	REORGANIZATION	OFFICERS AND ADMINISTRATION	Duties of trustee and examiner				
BANKRUPTCY	REORGANIZATION	OFFICERS AND ADMINISTRATION	Termination of trustee's appointment				
BANKRUPTCY	REORGANIZATION	OFFICERS AND ADMINISTRATION	Appointment of trustee or examiner				
BANKRUPTCY	REORGANIZATION	OFFICERS AND ADMINISTRATION	Powers and duties of committees				
BANKRUPTCY	REORGANIZATION	OFFICERS AND ADMINISTRATION	Creditors' and equity security holders' committees				
BANKRUPTCY	REORGANIZATION	OFFICERS AND ADMINISTRATION	Definitions for this chapter				
BANKRUPTCY	GENERAL PROVISIONS	Prohibition on disclosure of name of minor children					
BANKRUPTCY	GENERAL PROVISIONS	Nonprofit budget and credit counseling agencies; financial management instructional courses					
BANKRUPTCY	GENERAL PROVISIONS	Penalty for persons who negligently or fraudulently prepare bankruptcy petitions					
BANKRUPTCY	GENERAL PROVISIONS	Who may be a debtor					
BANKRUPTCY	GENERAL PROVISIONS	Extension of time					
BANKRUPTCY	GENERAL PROVISIONS	Public access to papers					
BANKRUPTCY	GENERAL PROVISIONS	Waiver of sovereign immunity					
BANKRUPTCY	GENERAL PROVISIONS	Power of court					
BANKRUPTCY	GENERAL PROVISIONS	Adjustment of dollar amounts					
BANKRUPTCY	GENERAL PROVISIONS	Applicability of chapters					
BANKRUPTCY	GENERAL PROVISIONS	Rules of construction					
BANKRUPTCY	GENERAL PROVISIONS	Definitions					
BANKS AND BANKING	ADJUSTMENT AND CANCELLATION OF FARM LOANS	Self-hauling of hay or other roughages under hay transportation assistance program; liability for or refund of excess payments; availability of funds for payments					
BANKS AND BANKING	ADJUSTMENT AND CANCELLATION OF FARM LOANS	Authorization of appropriations					
BANKS AND BANKING	ADJUSTMENT AND CANCELLATION OF FARM LOANS	Farm loans to which chapter is applicable					
BANKS AND BANKING	ADJUSTMENT AND CANCELLATION OF FARM LOANS	Compromise, adjustment, and cancellation of farm loans; conditions; delegation of powers and duties by Secretary of Agriculture					
BANKS AND BANKING	AGRICULTURAL MARKETING	Miscellaneous provisions					
BANKS AND BANKING	AGRICULTURAL MARKETING	Avoidance of duplication; cooperation with other governmental establishments; obtaining information and data; cooperation with States, Territories, and agencies or subdivisions thereof; indicating research problems; transfer of offices, functions, etc.					
BANKS AND BANKING	AGRICULTURAL MARKETING	Declaration of policy; effective merchandising of agricultural commodities; speculation; cooperative marketing; surpluses; administration of chapter					
BANKS AND BANKING	EXPORT-IMPORT BANK OF THE UNITED STATES	TIED AID CREDIT EXPORT SUBSIDIES	Definitions				
BANKS AND BANKING	EXPORT-IMPORT BANK OF THE UNITED STATES	TIED AID CREDIT EXPORT SUBSIDIES	Implementation				
BANKS AND BANKING	EXPORT-IMPORT BANK OF THE UNITED STATES	TIED AID CREDIT EXPORT SUBSIDIES	Establishment of tied aid credit program administered by Trade and Development Agency				
BANKS AND BANKING	EXPORT-IMPORT BANK OF THE UNITED STATES	TIED AID CREDIT EXPORT SUBSIDIES	Establishment of tied aid credit program in United States Export-Import Bank				
BANKS AND BANKING	EXPORT-IMPORT BANK OF THE UNITED STATES	TIED AID CREDIT EXPORT SUBSIDIES	Presidential mandate to negotiate; objectives				
BANKS AND BANKING	EXPORT-IMPORT BANK OF THE UNITED STATES	TIED AID CREDIT EXPORT SUBSIDIES	Congressional statement of purpose				
BANKS AND BANKING	EXPORT-IMPORT BANK OF THE UNITED STATES	EXPORT FINANCING	Prohibition of loans, guarantees, and insurance as to sales of defense articles or services				
BANKS AND BANKING	EXPORT-IMPORT BANK OF THE UNITED STATES	EXPORT FINANCING	Loans, guarantees, and insurance subject to the provisions of this chapter				
BANKS AND BANKING	EXPORT-IMPORT BANK OF THE UNITED STATES	EXPORT FINANCING	Authorization for appropriation of funds for losses				
BANKS AND BANKING	EXPORT-IMPORT BANK OF THE UNITED STATES	EXPORT FINANCING	Apportionment of losses incurred on loans, guarantees, and insurance; reimbursement; contingent obligations				
